chords	cp	key	section	song	artist
['F#', 'C#', 'Em', 'F#']	6,3,5,6	9.0		for an angel	paul van dyk
['D#', 'A#', 'C#m', 'D#']	6,3,5,6	6.0		animal	miike snow
['A#m', 'Fm', 'G#', 'A#m']	6,3,5,6	1.0		goodbye moonmen	rick and morty
['C#', 'G#', 'Bm', 'Am']	6,3,5,4	4.0		destroy everything you touch	ladytron
['G', 'D', 'Fm', 'Cd']	6,3,5,2	10.0		elektronik supersonik	zlad
['F', 'C', 'A#d', 'F']	6,3,2,6	8.0		amazing	inna
['A#', 'F', 'D#d', 'A#']	6,3,2,6	1.0		trick me	kelis
['Bm', 'F#m', 'Em', 'Bm']	6,3,2,6	2.0		i chase the devil	max romeo
['A#', 'F', 'D#d', 'G#m']	6,3,2,5	1.0		like dylan in the movies	belle and sebastian
['A#m', 'Fm', 'D#m', 'G#']	6,3,2,5	1.0		voyager	jasper byrne
['D', 'A', 'Gd', 'A#m']	6,3,2,4	5.0		mirrors	justin timberlake
['C#', 'G#', 'F#d', 'Am']	6,3,2,4	4.0		love is gone	david guetta
['D', 'A', 'Gd', 'A#m']	6,3,2,4	5.0		strong	arno cost
['F#m', 'C#m', 'Bm', 'A']	6,3,2,1	9.0		moments in love	art of noise
['D#m', 'F', 'C#m', 'G#m']	5,6,4,1	8.0		you found me	the fray
['B', 'C#m', 'A', 'E']	5,6,4,1	4.0		poker face	lady gaga
['B', 'C#m', 'A', 'E']	5,6,4,1	4.0		stuck in a moment you can't get out of	u2
['G', 'Am', 'F', 'C']	5,6,4,1	0.0		the calculation	regina spektor
['Fm', 'G', 'D#m', 'Fm']	5,6,4,5	10.0		somebody told me	the killers
['A#', 'Cm', 'A#', 'G#']	5,6,5,4	3.0		bad day	daniel powter
['Gm', 'A', 'Gm', 'Fm']	5,6,5,4	0.0		the other day	insan3lik3
['A#m', 'C', 'A#m', 'G#m']	5,6,5,4	3.0		rest of me	callaway and rosta
['Fm', 'G', 'Fm', 'D#m']	5,6,5,4	10.0		prelude	savant
['E', 'F#m', 'E', 'F#m']	5,6,5,6	9.0		dancing queen	abba
['Em', 'F#', 'Am', 'Dm']	5,6,1,4	9.0		miss you tomorrow	christopher s
['Bm', 'C#', 'Em', 'Am']	5,6,1,4	4.0		jammu	kshmr
['A', 'Bm', 'D', 'G']	5,6,1,4	2.0		little lies	fleetwood mac
['G#m', 'A#', 'C#m', 'F#m']	5,6,1,4	1.0		follow you feat danyka nadeau	au5
['C#', 'D#m', 'F#', 'G#m']	5,6,1,2	6.0		hold on	pusha t - rick ross
['Em', 'F#', 'C#', 'Dm']	5,6,3,4	9.0		ciaco	walden
['G', 'C', 'F', 'G']	5,1,4,5	0.0		offend in every way	the white stripes
['A#', 'D#', 'G#', 'A#']	5,1,4,5	3.0		country	keith jarrett
['D', 'G', 'C', 'G']	5,1,4,1	7.0		milord	edith piaf
['A#', 'D#', 'G#', 'D#']	5,1,4,1	3.0		endors toi	tame impala
['Em', 'Am', 'Dm', 'Bd']	5,1,4,2	9.0		the song that jane likes	dave matthews band
['D', 'G', 'D', 'G']	5,1,5,1	7.0		heroes	david bowie
['D', 'G', 'D', 'G']	5,1,5,1	7.0		if i'd been the one	38 special
['C', 'F', 'C', 'F']	5,1,5,1	5.0		i love you always forever	donna lewis
['E', 'A', 'E', 'A']	5,1,5,1	9.0		last thing on my mind	steps
['G', 'C', 'G', 'Am']	5,1,5,6	0.0		sk8er boi	avril lavigne
['C#m', 'F#m', 'D#', 'Bm']	5,1,6,4	6.0		crazy	aerosmith
['A', 'D', 'Bm', 'G']	5,1,6,4	2.0		children of the night	nakatomi
['E', 'A', 'F#m', 'D']	5,1,6,4	9.0		rainbow connection	the muppets
['D#', 'G#', 'Fm', 'C#']	5,1,6,4	8.0		blue dahlia	the gaslight anthem
['C', 'F', 'Dm', 'Am']	5,1,6,3	5.0		starman	david bowie
['E', 'A', 'Bm', 'C#m']	5,1,2,3	9.0		sometime in the morning	the monkees
['D#', 'G#', 'A#m', 'Cm']	5,1,2,3	8.0		some	the monkees
['A', 'D', 'Em', 'A']	5,1,2,5	2.0		the story in your eyes	the moody blues
['C#', 'B', 'F#', 'C#']	5,4,1,5	6.0		sweet child o' mine	guns n' roses
['A', 'G', 'D', 'A']	5,4,1,5	2.0		the look	roxette
['F#', 'E', 'B', 'F#']	5,4,1,5	11.0		all that she wants	ace of base
['D', 'C', 'G', 'D']	5,4,1,5	7.0		changes	2pac
['A', 'G', 'D', 'A']	5,4,1,5	2.0		something better	audien
['C#', 'B', 'F#', 'C#']	5,4,1,5	6.0		stand up	the prodigy
['G', 'F', 'C', 'G']	5,4,1,5	0.0		where did our love go	the supremes
['A', 'G', 'D', 'G']	5,4,1,4	2.0		fake plastic trees	radiohead
['E', 'D', 'A', 'D']	5,4,1,4	9.0		back in the ussr	the beatles
['Fm', 'D#m', 'Fm', 'G']	5,4,5,6	10.0		mr explorer	nigoro
['C', 'A#', 'C', 'F']	5,4,5,1	5.0		the way i am	ingrid michaelson
['G#', 'F#', 'G#', 'C#']	5,4,5,1	1.0		milliontown	frost
['Cm', 'A#m', 'Cm', 'Fm']	5,4,5,1	5.0		helena beat	foster the people
['C#', 'B', 'C#', 'B']	5,4,5,4	6.0		ok pal	m83
['G', 'F', 'Am', 'G']	5,4,6,5	0.0		roll with the changes	reo speedwagon
['Em', 'Dm', 'C#', 'F#']	5,4,3,6	9.0		follow you down	zedd
['D', 'C', 'Bm', 'Am']	5,4,3,2	7.0		blurred lines	robin thicke
['E', 'D', 'C#m', 'Bm']	5,4,3,2	9.0		end of the line	absynthe minded
['D#', 'C#', 'Cm', 'G#']	5,4,3,1	8.0		firework	katy perry
['D#', 'C#', 'Cm', 'G#']	5,4,3,1	8.0		big shake	big shake
['A', 'Em', 'G', 'D']	5,2,4,1	2.0		reflections	misterwives
['D#m', 'A#d', 'C#m', 'D#m']	5,2,4,5	8.0		tourniquet	knife party
['A#', 'Fm', 'G#', 'A#']	5,2,4,5	3.0		telephone	lady gaga
['A#m', 'Fd', 'G#m', 'A#m']	5,2,4,5	3.0		timeless	prototyperaptor
['G', 'Dm', 'F', 'G']	5,2,4,5	0.0		elements	lindsey stirling
['Fm', 'Cd', 'D#m', 'Fm']	5,2,4,5	10.0		control	summer school
['Gm', 'Dd', 'Fm', 'Gm']	5,2,4,5	0.0		sorry	justin bieber
['F#', 'C#m', 'E', 'F#']	5,2,4,5	11.0		generate	eric prydz
['C#', 'G#m', 'B', 'C#']	5,2,4,5	6.0		orphan	savant
['G#', 'D#m', 'F#', 'G#']	5,2,4,5	1.0		barbra streisand	duck sauce
['D', 'Am', 'G', 'D']	5,2,1,5	7.0		wish you were here	pink floyd
['G#', 'D#m', 'C#', 'G#']	5,2,1,5	1.0		army	ben folds five
['D#', 'A#m', 'G#', 'D#']	5,2,1,5	8.0		atlantis	au5
['A', 'Em', 'D', 'Bm']	5,2,1,6	2.0		three stars no match	naomi
['Gm', 'Dd', 'Cm', 'Fm']	5,2,1,4	0.0		turning tables	adele
['A', 'Em', 'D', 'G']	5,2,1,4	2.0		lost in the light	bahamas
['Cm', 'Gd', 'Fm', 'Gd']	5,2,1,2	5.0		dharma	ost and meyer and 7 skies
['F#m', 'C#d', 'F#m', 'C#d']	5,2,5,2	11.0		lucky	radiohead
['A', 'Em', 'A', 'Em']	5,2,5,2	2.0		slim chances	jack wall
['G#', 'D#m', 'G#', 'D#m']	5,2,5,2	1.0		empty friend	failure
['Em', 'Bd', 'Em', 'Bd']	5,2,5,2	9.0		long distance runaround	yes
['D', 'Am', 'D', 'Am']	5,2,5,2	7.0		fortress	pinback
['D#', 'A#m', 'D#', 'A#m']	5,2,5,2	8.0		gone	u2
['A', 'Em', 'A', 'Em']	5,2,5,2	2.0		blackest eyes	porcupine tree
['A', 'Em', 'A', 'Em']	5,2,5,2	2.0		modern nature	sondre lerche
['D#', 'A#m', 'D#', 'A#m']	5,2,5,2	8.0		song that might play when you fight sans	toby fox
['E', 'Bm', 'E', 'A']	5,2,5,1	9.0		happy new year	abba
['B', 'F#m', 'B', 'E']	5,2,5,1	4.0		carolina in my mind	james taylor
['Dm', 'Ad', 'Dm', 'Cm']	5,2,5,4	7.0		jupiter from the planets	gustav holst
['Dm', 'Ad', 'B', 'Cm']	5,2,3,4	7.0		time for us	lucas nord
['Cm', 'Gd', 'A', 'A#m']	5,2,3,4	5.0		rhythm of the night	corona
['Cm', 'Gd', 'A', 'A#m']	5,2,3,4	5.0		the magic key	one-t
['A#', 'Fm', 'Gm', 'G#']	5,2,3,4	3.0		anywhere for you	john martin
['Em', 'Bd', 'C#', 'Dm']	5,2,3,4	9.0		piosenka ksiezycowa	varius manx
['F#', 'C#m', 'D#m', 'E']	5,2,3,4	11.0		work	rihanna
